,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
38,Atlanta,(404) 720-1081,United States,Fulton,335,"2539 Piedmont Rd NE, Atlanta, GA 30324-3006",394,2171,2012-06-21T12:00:00,33.824116,-84.363145,2006-10-04T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Buckhead South,"['Monday-Friday', 'Saturday', 'Sunday']",2539 Piedmont Rd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,30324-3006
39,Woodstock,(678) 494-5307,United States,Cherokee,334,"140 Woodstock Square Ave, Woodstock, GA 30189-6500",394,1780,null,34.085767,-84.545933,2001-03-07T12:00:00,300,GA,"['Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",Woodstock,"['Monday-Friday', 'Saturday', 'Sunday']",140 Woodstock Square Ave,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30189-6500
40,Atlanta,(404) 237-9494,United States,Fulton,335,"3535 Peachtree Rd NE, Atlanta, GA 30326-3287",394,1197,2018-11-09T12:00:00,33.851828,-84.358821,1999-07-21T12:00:00,300,GA,"['Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Buckhead,"['Monday-Friday', 'Saturday', 'Sunday']",3535 Peachtree Rd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,30326-3287
41,Daphne,(251) 621-3540,United States,Baldwin,359,"1698 US Highway 98, Daphne, AL 36526-4252",393,1274,2018-04-13T12:00:00,30.603217,-87.896507,2000-07-19T12:00:00,300,AL,"['CVS pharmacy', 'Drive Up', 'Starbucks', 'Wine & Beer Available']",Daphne,"['Monday-Friday', 'Saturday', 'Sunday']",1698 US Highway 98,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,36526-4252
42,Sandy Springs,(678) 704-8120,United States,Fulton,335,"5570 Roswell Rd, Sandy Springs, GA 30342-1102",394,2333,2013-10-10T12:00:00,33.906136,-84.380141,2008-10-08T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Sandy Springs Prado,"['Monday-Friday', 'Saturday', 'Sunday']",5570 Roswell Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30342-1102
43,Marietta,(770) 240-0005,United States,Cobb,334,"1401 Johnson Ferry Rd, Marietta, GA 30062-6495",394,2121,2012-03-22T12:00:00,33.985,-84.42961,2007-10-10T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Marietta East,"['Monday-Friday', 'Saturday', 'Sunday']",1401 Johnson Ferry Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30062-6495
44,Atlanta,(404) 267-0060,United States,Dekalb,335,"2400 N Druid Hills Rd NE, Atlanta, GA 30329-3211",394,1486,2013-03-21T12:00:00,33.828247,-84.325478,2002-10-09T12:00:00,300,GA,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",North Druid Hills,"['Monday-Friday', 'Saturday', 'Sunday']",2400 N Druid Hills Rd NE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,30329-3211
45,Marietta,(770) 321-8545,United States,Cobb,334,"3040 Shallowford Rd, Marietta, GA 30062-1252",394,1106,2004-09-19T12:00:00,34.035208,-84.460926,1997-10-08T12:00:00,300,GA,"['Café', 'Drive Up']",Cobb NE,"['Monday-Friday', 'Saturday', 'Sunday']",3040 Shallowford Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,30062-1252
46,Mobile,(251) 471-9760,United States,Mobile,359,"3150 Bel Air Mall, Mobile, AL 36606-3203",393,797,2003-08-12T12:00:00,30.671392,-88.12001,1996-07-24T12:00:00,300,AL,"['CVS pharmacy', 'Café', 'Drive Up', 'Wine & Beer Available']",Bel-Air,"['Monday-Friday', 'Saturday', 'Sunday']",3150 Bel Air Mall,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,36606-3203
47,Mary Esther,(850) 243-4188,United States,Okaloosa,348,"250 E Miracle Strip Pkwy, Mary Esther, FL 32569-1924",393,740,2013-06-27T12:00:00,30.410554,-86.658874,1995-10-04T12:00:00,300,FL,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Mary Esther,"['Monday-Friday', 'Saturday', 'Sunday']",250 E Miracle Strip Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,32569-1924
48,Atlanta,(678) 259-0888,United States,DeKalb,335,"100 Perimeter Center Pl, Atlanta, GA 30346-1204",394,2036,null,33.930503,-84.341325,2005-10-05T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Atlanta Perimeter,"['Monday-Friday', 'Saturday', 'Sunday']",100 Perimeter Center Pl,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,30346-1204
49,Destin,(850) 650-7525,United States,Okaloosa,348,"853 Harbor Blvd, Destin, FL 32541-2709",393,2085,2018-10-26T12:00:00,30.390741,-86.480935,2005-10-05T12:00:00,300,FL,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Destin,"['Monday-Friday', 'Saturday', 'Sunday']",853 Harbor Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,32541-2709
50,Mobile,(251) 607-0265,United States,Mobile,359,"790 Schillinger Rd S, Mobile, AL 36695-8979",393,1376,2018-09-21T12:00:00,30.673882,-88.228304,2002-03-06T12:00:00,300,AL,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",Mobile West,"['Monday-Friday', 'Saturday', 'Sunday']",790 Schillinger Rd S,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,36695-8979
51,Roswell,(770) 998-0144,United States,Fulton,334,"1135 Woodstock Rd, Roswell, GA 30075-2231",394,1761,2000-03-01T12:00:00,34.063846,-84.398046,2000-03-01T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Roswell,"['Monday-Friday', 'Saturday', 'Sunday']",1135 Woodstock Rd,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30075-2231
52,Tucker,(770) 270-5375,United States,DeKalb,346,"4241 Lavista Rd, Tucker, GA 30084-5310",394,1390,2018-10-26T12:00:00,33.845117,-84.245988,2001-10-10T12:00:00,300,GA,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Northlake,"['Monday-Friday', 'Saturday', 'Sunday']",4241 Lavista Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,30084-5310
53,Pensacola,(850) 454-3000,United States,Escambia,359,"2950 S Blue Angel Pkwy, Pensacola, FL 32506-6905",393,2445,null,30.363162,-87.358086,2009-03-04T12:00:00,300,FL,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",Pensacola West,"['Monday-Friday', 'Saturday', 'Sunday']",2950 S Blue Angel Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,32506-6905
54,Canton,(678) 880-4311,United States,Cherokee,334,"2022 Cumming Hwy, Canton, GA 30115-8071",394,2476,null,34.234597,-84.456684,2009-03-04T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",Canton,"['Monday-Friday', 'Saturday', 'Sunday']",2022 Cumming Hwy,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30115-8071
55,Peachtree Corners,(770) 849-0885,United States,Gwinnett,335,"3200 Holcomb Bridge Rd, Peachtree Corners, GA 30092-3361",394,982,2017-10-26T12:00:00,33.951431,-84.232282,1995-10-04T12:00:00,300,GA,"['Drive Up', 'Starbucks']",Peachtree Corners,"['Monday-Friday', 'Saturday', 'Sunday']",3200 Holcomb Bridge Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30092-3361
56,Alpharetta,(770) 664-5395,United States,Fulton,335,"6000 N Point Pkwy, Alpharetta, GA 30022-3006",394,970,2018-10-26T12:00:00,34.046252,-84.286994,1995-07-19T12:00:00,300,GA,"['CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Alpharetta,"['Monday-Friday', 'Saturday', 'Sunday']",6000 N Point Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30022-3006
57,Albany,(229) 888-1333,United States,Dougherty,348,"2721 Dawson Rd, Albany, GA 31707-1672",393,734,2012-03-22T12:00:00,31.621335,-84.224654,1995-10-04T12:00:00,300,GA,"['Café', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",Albany,"['Monday-Friday', 'Saturday', 'Sunday']",2721 Dawson Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,31707-1672
58,Conyers,(770) 785-6470,United States,Rockdale,346,"2195 Hwy 20 SE, Conyers, GA 30013-2028",394,2174,2012-06-21T12:00:00,33.63339,-84.016216,2006-10-04T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Conyers,"['Monday-Friday', 'Saturday', 'Sunday']",2195 Hwy 20 SE,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30013-2028
59,Milton,(770) 225-1780,United States,Fulton,334,"13055 Highway 9 N, Milton, GA 30004-5137",394,2431,null,34.099447,-84.269227,2008-07-23T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Optical', 'Starbucks', 'Wine & Beer Available']",Milton,"['Monday-Friday', 'Saturday', 'Sunday']",13055 Highway 9 N,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30004-5137
60,Duluth,(770) 476-5548,United States,Fulton,335,"5950 State Bridge Rd, Duluth, GA 30097-6438",394,749,2013-06-27T12:00:00,34.014619,-84.188354,1995-10-04T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Riverwood,"['Monday-Friday', 'Saturday', 'Sunday']",5950 State Bridge Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30097-6438
61,Gulf Shores,(251) 967-7001,United States,Baldwin,359,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542-2819",393,2154,2012-06-21T12:00:00,30.303574,-87.680528,2006-07-19T12:00:00,300,AL,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Starbucks', 'Wine & Beer Available']",Gulf Shores,"['Monday-Friday', 'Saturday', 'Sunday']",3820 Gulf Shores Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,36542-2819
62,Suwanee,(678) 513-8013,United States,Forsyth,335,"2625 Peachtree Pkwy, Suwanee, GA 30024-1048",394,2056,null,34.097081,-84.173188,2005-10-05T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Johns Creek,"['Monday-Friday', 'Saturday', 'Sunday']",2625 Peachtree Pkwy,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30024-1048
63,Hattiesburg,(601) 261-5298,United States,Lamar,331,"6143 U S Highway 98, Hattiesburg, MS 39402-8533",393,2055,2014-07-06T12:00:00,31.323514,-89.385061,2005-10-05T12:00:00,300,MS,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Hattiesburg,"['Monday-Friday', 'Saturday', 'Sunday']",6143 U S Highway 98,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,39402-8533
64,Snellville,(770) 736-1113,United States,Gwinnett,346,"1905 Scenic Hwy N, Snellville, GA 30078-5633",394,917,2012-06-21T12:00:00,33.874854,-84.015965,1994-10-05T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Snellville,"['Monday-Friday', 'Saturday', 'Sunday']",1905 Scenic Hwy N,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30078-5633
65,Lawrenceville,(770) 338-4460,United States,Gwinnett,346,"875 Lawrenceville Suwanee Rd, Lawrenceville, GA 30043-8479",394,747,2017-04-01T12:00:00,33.970133,-84.014927,1995-10-04T12:00:00,300,GA,"['Café', 'Drive Up', 'Starbucks']",Lawrenceville,"['Monday-Friday', 'Saturday', 'Sunday']",875 Lawrenceville Suwanee Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30043-8479
66,Chattanooga,(423) 490-1418,United States,Hamilton,333,"1816 Gunbarrel Rd, Chattanooga, TN 37421-3129",394,1302,2012-06-21T12:00:00,35.024344,-85.156006,2000-10-04T12:00:00,300,TN,"['Beer Available', 'CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Chattanooga East,"['Monday-Friday', 'Saturday', 'Sunday']",1816 Gunbarrel Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,37421-3129
67,Warner Robins,(478) 971-2141,United States,Houston,346,"2929 Watson Blvd, Warner Robins, GA 31093-9600",394,1380,2007-04-13T12:00:00,32.616594,-83.686391,2001-10-10T12:00:00,300,GA,"['CVS pharmacy', 'Café', 'Drive Up', 'Mobile Kiosk', 'Wine & Beer Available']",Warner Robins,"['Monday-Friday', 'Saturday', 'Sunday']",2929 Watson Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,31093-9600
68,Cumming,(678) 455-9618,United States,Forsyth,335,"1525 Market Place Blvd, Cumming, GA 30041-7935",394,1394,null,34.1857,-84.134116,2002-03-06T12:00:00,300,GA,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Expanded Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Cumming,"['Monday-Friday', 'Saturday', 'Sunday']",1525 Market Place Blvd,SuperTarget,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30041-7935
69,Panama City Beach,(850) 236-3720,United States,Bay,348,"15555 Starfish St, Panama City Beach, FL 32413-2457",393,2208,2019-04-12T12:00:00,30.219781,-85.868686,2006-10-04T12:00:00,300,FL,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Pier Park,"['Monday-Friday', 'Saturday', 'Sunday']",15555 Starfish St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,32413-2457
70,Buford,(678) 482-2367,United States,Gwinnett,346,"3205 Woodward Crossing Blvd, Buford, GA 30519-4938",394,1206,2012-03-22T12:00:00,34.070031,-83.98182,1999-10-06T12:00:00,300,GA,"['CVS pharmacy', 'Café', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",Buford,"['Monday-Friday', 'Saturday', 'Sunday']",3205 Woodward Crossing Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30519-4938
71,Hixson,(423) 870-4768,United States,Hamilton,333,"5579 Highway 153, Hixson, TN 37343-3748",394,2053,2012-03-22T12:00:00,35.14642,-85.251508,2005-10-05T12:00:00,300,TN,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Chattanooga North,"['Monday-Friday', 'Saturday', 'Sunday']",5579 Highway 153,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,37343-3748
72,Flowood,(601) 919-1415,United States,Rankin,331,"170 Promenade Blvd, Flowood, MS 39232-8017",393,1920,2018-11-09T12:00:00,32.343338,-90.060623,2004-10-06T12:00:00,300,MS,"['Beer Available', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Flowood,"['Monday-Friday', 'Saturday', 'Sunday']",170 Promenade Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,39232-8017
73,Panama City,(850) 785-8966,United States,Bay,348,"2340 Highway 77, Panama City, FL 32405-4404",393,811,2012-03-22T12:00:00,30.19123,-85.649157,1992-07-22T12:00:00,300,FL,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Wine & Beer Available']",Panama City,"['Monday-Friday', 'Saturday', 'Sunday']",2340 Highway 77,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,32405-4404
74,Jackson,(601) 956-1150,United States,Hinds,331,"6365 I 55 N, Jackson, MS 39213-9742",393,754,2013-03-21T12:00:00,32.39856,-90.147817,1995-10-04T12:00:00,300,MS,"['Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",North Jackson,"['Monday-Friday', 'Saturday', 'Sunday']",6365 I 55 N,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,39213-9742
75,Flowery Branch,(770) 967-1205,United States,Hall,335,"5865 Spout Springs Rd, Flowery Branch, GA 30542-3448",394,2387,null,34.178722,-83.911284,2008-03-05T12:00:00,300,GA,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Flowery Branch,"['Monday-Friday', 'Saturday', 'Sunday']",5865 Spout Springs Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,30542-3448
